p1Name,p1Tag,p1Lane,p1KDA,p1KP,p1GPM,p1Vision,p1WinRate,p2Name,p2Tag,p2Lane,p2KDA,p2KP,p2GPM,p2Vision,p2WinRate,totalWinRate
화려한솔로킬,0825,2,2.82,47.30,363.74,1.09,55.00,박병재,KR1,1,4.61,51.00,426.39,0.69,39.29,80.00
미니언잡는게어렵나,어렵더라,1,4.19,42.54,418.42,0.61,38.46,킬리즈,KR1,3,4.53,50.65,440.05,0.73,49.60,72.73
Dicky MD,KR1,1,3.34,50.14,428.86,0.87,66.67,한계직면,KR1,0,3.57,53.00,376.63,1.65,50.33,50.00
Dicky MD,KR1,1,3.34,50.14,428.86,0.87,66.67,추가람 팬티도둑,KR1,0,3.59,53.00,245.61,2.41,55.17,70.00
박치기공룡,2012,1,3.01,45.82,362.66,0.98,55.56,Eternity Pellet,KR1,2,4.57,50.40,361.41,0.93,37.50,60.00
15151561,KR1,1,3.06,42.14,418.64,0.44,61.54,살찐포동포동포동,KR1,0,4.81,47.75,266.65,2.00,59.26,59.09
몽광연필,KR1,2,2.86,42.77,366.72,0.78,57.83,오동통나무,KR1,4,4.02,54.83,381.86,2.23,67.80,46.15
포슬포슬,계란찜,0,4.25,44.67,248.14,2.17,55.56,페르시안,KR2,1,4.07,58.88,440.07,0.87,48.48,35.29
상하차맨,BOX,3,3.93,41.50,486.19,0.64,52.17,Nahida,PoP,4,3.04,43.95,374.22,0.50,0.00,80.00
뷔 치,KR1,2,4.95,43.65,395.92,0.83,66.67,희연씨,KR1,4,4.42,44.27,367.55,0.77,37.50,62.50
뷔 치,KR1,2,4.95,43.65,395.92,0.83,66.67,정희연,KR1,3,3.28,44.69,362.28,0.79,49.04,75.00
97세백경인할아버지마지막점멸,KR2,4,5.33,54.89,409.53,1.05,57.80,따귀폭풍볼리베어,KR1,0,5.24,53.53,368.69,1.93,0.00,68.75
97세백경인할아버지마지막점멸,KR2,4,5.33,54.89,409.53,1.05,57.80,학식먹을나이,2101,1,4.96,53.17,434.24,0.65,50.00,60.00
BWB,0222,3,2.31,40.62,385.89,0.56,52.83,햄버거소믈리에,1128,4,3.46,51.64,360.18,0.80,52.75,47.83
98373680del,KR1,0,8.90,57.78,369.07,1.51,36.17,崔 珉 綺,2315,3,3.02,42.10,337.51,0.92,58.06,68.97
민지렁이에요,KR1,0,3.33,49.05,369.19,1.23,0.00,제주도주말농장,KR1,0,2.80,50.45,371.61,1.62,0.00,81.82
JMK9999,KR1,3,3.57,40.96,407.44,0.62,58.59,SCENARI0,KR1,0,2.84,43.23,286.25,1.73,44.70,50.00
spicy한시키,KR1,2,2.66,46.73,390.54,0.76,0.00,농고의 전설 이준규,밭갈기만렙,3,2.80,40.36,385.40,0.75,55.00,60.00
spicy한시키,KR1,2,2.66,46.73,390.54,0.76,0.00,흰 헛,KR1,3,2.40,37.00,373.70,0.56,60.98,63.64
개가치죽음,4444,0,4.99,48.73,315.22,1.83,50.00,슈 뢰,KR1,1,3.76,44.50,396.50,0.46,60.00,60.00
칼날부리 소매치기,chick,0,4.13,45.17,318.13,1.09,0.00,코카가짬,KR1,3,4.24,36.29,381.75,0.51,53.33,53.57
고등어등고,0713,1,3.93,56.63,414.03,1.13,80.00,김줍인,KR1,2,2.42,40.67,353.48,0.66,58.18,60.00
말걸지마 혼자해,KR1,4,3.45,51.10,398.31,0.89,0.00,안 승,USA1,0,3.73,45.20,317.96,1.24,44.44,58.33
말걸지마 혼자해,KR1,4,3.45,51.10,398.31,0.89,0.00,모코코씨았,KR1,0,3.35,50.29,330.21,1.18,47.37,45.45
Mangddung,KR1,0,7.78,46.83,309.13,1.52,0.00,포항남구연합파,KR1,3,2.69,34.60,343.54,0.75,36.84,66.67
회초리압수,1262,4,5.89,50.17,438.90,0.76,0.00,만19세장난감,KR1,2,5.35,46.33,348.84,1.19,46.02,52.38
박현준은곧휴가철,KR1,0,2.92,49.56,346.06,1.48,57.53,조용훈,456,1,3.72,50.21,390.09,0.83,61.21,47.06
귀찬희즘,LCH,1,3.75,53.47,441.45,0.59,60.00,야옹해바보,KR1,3,1.87,39.65,378.18,0.66,37.93,62.50
콜라를까놓고안먹었네,조직먹방,0,7.24,57.82,303.38,2.04,0.00,맞다이로들어와,OOO,2,3.81,32.25,306.88,0.83,51.68,63.16
토게나시토게아리,새끼손가락,1,4.48,54.67,406.94,1.07,0.00,Hot버터Slayer,Hot,4,4.51,51.50,393.26,1.05,48.69,60.00
jsurl,srm02,2,3.66,50.60,406.73,0.83,50.00,ShowMaker,중꺽마,2,3.29,47.58,365.37,1.06,55.43,50.00
공주김강민,KR2,4,4.23,53.82,413.76,0.74,51.43,핑찍으면오라는뜻,KR2,4,3.81,30.17,332.76,0.70,57.89,70.59
백만볼트,KR3,3,5.57,50.50,417.67,0.99,52.58,SaveStyle,KR1,4,4.99,43.08,364.74,1.05,45.45,57.89
king 0526,KR1,2,3.66,53.88,389.26,0.87,52.17,원할머니보go쌈,찌익스,2,3.18,48.80,408.46,0.87,48.56,64.29
내 인생은 참 특별해 히히,1016,2,4.57,43.71,424.14,0.78,38.89,초탄명중일발필살,정예포반,2,2.78,41.47,365.31,1.01,54.69,84.62
PandaTV88270,KR1,1,2.09,43.38,367.87,0.73,0.00,시동겁니다,KR1,4,2.38,47.00,362.57,0.96,50.78,9.09
PandaTV88270,KR1,1,2.09,43.38,367.87,0.73,0.00,맛도리닭도리탕,KR1,1,3.45,45.67,405.89,0.79,62.79,30.00
Mad Runaway,KR1,2,3.46,44.09,371.71,0.85,50.00,대충바코드닉넴,KR1,0,3.57,59.38,311.66,2.22,46.59,76.92
배달비 너무 비싸,KR1,1,4.43,52.89,386.67,1.26,40.00,닷지절대안하는계정,DODGE,3,2.09,38.78,335.49,0.62,46.00,44.00
주악구옥주이녁,1234,2,4.74,48.14,366.97,1.40,56.76,옹 란,KR1,4,3.49,45.22,415.43,0.87,0.00,70.00
신안염전노Yeah,pyke,4,5.35,45.93,411.98,0.86,0.00,모르어,KR1,2,3.14,50.22,385.27,0.86,54.76,57.89
오패산 족발당수,KR1,1,1.51,40.19,382.80,0.46,52.56,티 꿀,KR1,0,3.00,55.28,314.48,1.96,63.08,33.33
윤 성,4691,1,2.71,57.92,436.55,0.64,75.00,난형규,KR1,3,2.58,40.18,334.72,0.60,45.45,64.29
윤 성,4691,1,2.71,57.92,436.55,0.64,75.00,아이로로,KR1,2,3.07,50.00,421.17,0.88,53.04,70.00
효02,KR1,4,2.87,50.17,408.99,0.79,49.12,규힝이,KR1,1,5.02,47.67,383.07,0.35,44.12,50.00
방깐만,똥깐만,0,2.72,46.00,319.15,1.26,47.52,람깐만,6638,4,2.99,58.54,413.32,0.91,60.00,50.00
하와이검은모래,2077,1,4.33,47.62,363.08,0.69,33.33,Huizz,KR1,0,3.97,48.08,290.30,1.95,80.00,60.00
남 꺼누,7876,4,4.44,52.14,403.36,0.92,45.56,시영치,KR1,0,4.41,47.67,264.05,2.16,54.67,60.00
Sense E,KR1,0,5.36,53.57,269.16,2.16,77.78,굽는집,KR1,2,3.73,49.77,414.36,0.72,42.86,72.73
주악구 옥주휘,KR01,2,2.85,41.89,361.75,0.46,53.25,렉사이요,kr123,4,4.26,56.50,353.25,0.81,51.40,36.36
나는 이장희,KR1,0,3.85,51.50,334.88,1.45,0.00,박구켠보고시펑,KR1,3,3.46,46.33,369.90,0.79,41.46,66.67
살살해줄래요,KR1,3,3.71,42.09,367.86,1.09,44.44,강약약강미드,KR1,2,3.88,37.57,375.87,0.83,49.09,52.17
양혁승,KR12,4,3.39,45.00,406.68,0.74,48.84,이준서,KR12,4,4.40,46.89,374.68,0.80,62.22,65.22
절정 창술,KR1,3,3.43,38.56,406.55,0.87,25.00,노윤서 fan,팬이에요,2,3.06,40.36,340.65,0.83,33.33,53.85
초신성,kr4,3,2.99,44.50,342.60,1.12,49.23,갓밸리,KR1,4,6.19,62.50,504.26,0.85,71.43,50.00
25년9월전역,살려줘,3,3.31,44.31,382.45,0.62,45.37,오 월,1516,1,3.28,48.53,381.34,0.72,50.27,33.33
한 줄기 강의 왕,KR1,0,5.20,55.60,337.03,1.59,56.11,야도란띠부실오너,KR1,1,4.18,55.33,447.22,0.72,62.50,64.71
이기고싶으면개처럼짖어바,왈왈왈,2,4.04,45.06,430.80,0.82,52.87,El에서넘어옴,KR1,4,4.51,47.19,414.76,0.62,44.12,53.85
다 희,1234,4,5.11,53.92,427.35,0.93,0.00,샘 핸드위치,KR1,2,2.80,40.67,361.11,1.03,54.55,66.67
한 지,한 지,4,4.56,57.71,433.02,1.04,57.14,흑쌉꿀,KR1,3,2.79,32.00,371.72,0.63,58.02,63.64
바다위의성3,KR1,2,4.11,48.73,398.71,0.56,50.91,Wanna Bee,Honey,4,4.91,52.50,416.22,1.20,80.00,56.25
낭만 런갑조,autoQ,1,2.68,47.77,382.67,0.91,60.00,주찬영,0709,2,2.62,48.35,369.63,1.13,49.31,46.15
건보 방와와,KR1,0,4.18,50.39,300.60,1.68,0.00,박장새,KR1,1,3.37,47.67,385.37,1.01,53.33,54.55
남쌀롱,KR1,1,2.67,49.25,401.70,0.56,84.62,바라바라카피바라,카피바라,0,5.63,55.00,263.18,2.05,52.23,53.33
Jorok,KR1,3,4.50,42.12,369.76,0.96,0.00,토깽이 조련사,KR1,0,2.22,41.53,322.51,1.10,64.86,62.96
만만콩떡,KR1,0,6.11,55.18,329.61,2.04,67.86,유물론적변증법,KR1,1,4.40,52.86,471.61,0.53,59.26,80.00
Ama et fac quod,V1s,4,3.28,51.39,462.39,0.76,46.51,야스오,발로 어려,1,1.96,38.79,352.22,0.89,40.22,60.00
운문댐,KR1,2,2.31,38.31,342.53,0.44,27.78,그건법적으로금지,KR1,1,3.67,60.50,455.33,0.70,26.32,44.83
아무래도,좀 그렇지,2,4.06,38.58,380.88,1.13,51.23,파란강타애용자,SKT,4,3.56,47.92,375.75,0.96,40.18,55.00
Van Cleef,조다은,1,2.35,51.94,381.57,0.77,52.38,찬 재,입니다,0,2.94,56.00,346.22,2.14,52.38,60.87
신승호똥손,KR1,4,4.69,39.75,365.87,0.98,44.37,징크스,0916,1,5.51,51.17,458.31,0.58,51.53,66.67
고양이택시기사,목적지바텀,1,6.64,52.00,436.82,0.97,12.50,고양이 선생,YUUMI,0,8.43,53.75,239.43,2.51,58.33,66.67
젠지 묘비,zhang,2,5.02,53.33,360.87,0.95,42.86,KT Smeb,6837,3,4.15,40.74,416.15,0.55,49.01,56.25
Aria della Luna,KR1,2,4.29,41.56,380.94,0.52,54.55,정적이 흐르면,kr2,1,2.78,43.20,392.37,1.08,50.43,81.82
국악인 송소희,KR1,3,2.52,39.94,383.81,0.81,47.06, 려졸려졸려졸려졸려졸려졸려졸,KR1,1,3.55,58.38,436.37,1.25,36.73,70.59
YOUNGMAN,ZERO,4,8.03,55.55,449.48,1.21,58.33,쩌리짱,MOKPO,4,5.09,42.08,381.18,1.04,53.33,81.82
포비 서준,KR1,3,1.64,40.38,339.05,0.95,58.06,중앙대 간호학과 지망생,살려주세요,1,2.15,42.59,359.09,0.69,48.33,21.43
쿨 쿨,zoe,2,3.60,52.05,406.98,1.05,0.00,FXXKING TOMBOY,KR1,2,2.69,41.52,390.76,0.59,50.00,61.90
신속배달 빡빡이,KR1,4,3.29,46.00,342.38,0.93,51.97,스타더스트,LIGHT,3,4.62,50.14,456.76,0.77,43.75,50.00
연초록빵,KR1,3,4.75,49.61,374.23,1.29,0.00,이동우,1127,3,3.11,38.48,431.47,0.68,55.00,60.00
연초록빵,KR1,3,4.75,49.61,374.23,1.29,0.00,하 멋,0918,0,3.16,47.56,310.55,1.69,49.51,60.00
문 주 디,KR1,4,3.74,41.50,396.18,1.04,41.67,크리문 ,KR1,0,3.55,50.72,320.10,1.83,52.94,62.50
정확하게보셨어요,KR24,2,3.86,42.72,372.40,0.76,60.00,메숭이,123,1,6.13,50.42,411.15,0.93,50.60,35.71
이옹디,KR1,0,3.88,55.33,337.29,1.49,50.60,종민이형,GOOD,2,3.51,43.50,369.87,0.73,50.00,40.91
니가 보고싶을 때,겨울을그려,3,2.33,42.27,343.68,1.25,55.17,Peyz,라고할뻔,2,3.10,50.09,371.68,0.86,47.35,60.00
홍차니,1027,3,3.95,45.00,401.63,0.80,50.00,민 뀨르가즘,KR1,2,3.28,37.21,342.38,0.87,54.29,30.00
솬솬이의하루,KR1,4,4.41,51.71,381.71,1.17,67.50,서지호님,KR1,3,4.01,52.14,395.86,0.83,0.00,36.84
휘 치,마요네즈,0,4.64,49.25,325.75,1.37,46.69,똥 침,8147,0,2.14,53.19,335.77,1.52,50.81,50.00
단검줍는꼬마,KR1,4,5.63,47.50,414.40,0.88,60.00,The Frost Mourne,KR1,3,4.11,49.74,402.67,0.56,35.71,57.14
Bitten Bullet,KR0,2,5.32,48.67,423.70,0.77,55.77,AllMuteGaming,mute,0,3.48,44.46,345.18,0.84,46.49,60.00
이놈아저씨가이놈,KR1,1,3.87,50.00,368.53,1.29,56.41,도제인,도제인,2,3.17,36.56,359.59,0.60,25.00,60.00
야스오전용부캐,KR1,0,3.46,53.33,316.42,1.23,47.44,술통에빠지고싶다,KR1,2,5.35,42.00,346.10,0.79,28.57,40.00
다진이,다진이,0,4.56,47.25,316.10,1.63,0.00,정신병자최소은,KR124,1,6.12,53.88,439.07,0.86,54.05,63.64
영준한,KR1,2,2.34,36.87,368.21,0.60,54.23,NEW보루방,KR1,2,3.63,44.17,421.43,0.88,52.76,60.00
장수Ya,KR1,2,5.01,52.19,392.27,0.75,0.00,오늘플레간다,오늘플레간,1,3.65,46.00,356.78,0.90,52.50,66.67
차도남솔이,KR1,3,4.13,43.18,345.28,1.07,61.11,78943233,KR1,1,5.42,52.00,370.95,0.90,35.94,45.45
trem,45644,0,5.45,47.00,260.70,1.92,48.00,안산에 안산다,123,0,3.84,45.40,318.50,1.23,0.00,60.00
고통받는 가붕이,KR1,2,3.83,46.41,377.03,0.83,0.00,씹가린,KR1,0,2.78,40.73,275.26,1.45,50.00,23.08
고통받는 가붕이,KR1,2,3.83,46.41,377.03,0.83,0.00,좋은 추억,KR1,3,2.04,37.15,389.10,0.73,46.97,60.00
공치료,KR1,2,4.11,48.50,379.45,0.76,50.00,해경에이스시훈이,KR1,1,3.46,41.39,394.87,0.76,40.00,53.85
전두환,5180,0,3.69,50.73,355.86,1.25,49.87,ヤリステ,518,4,3.75,44.44,372.17,1.22,51.09,56.00
SkyPc2,KR1,2,5.77,47.14,375.00,0.91,0.00,ghddmltjr1,KR1,0,3.62,48.77,363.53,1.33,46.15,50.00
타락파워성욱,KR1,2,3.41,43.23,398.15,0.73,60.00,여명소파고부장,KR1,4,2.81,50.09,354.41,0.73,41.96,47.06
개따슥,KR1,1,3.72,48.83,410.09,0.88,48.24,하림맥시칸치킨,KR1,4,3.55,47.05,380.92,1.07,55.22,61.90
동공듀,4918,1,3.20,40.67,391.41,0.68,48.91,별별별,9705,3,1.60,34.56,357.64,0.77,64.29,61.54
익스올라잇턴라잇압도정진,1005,2,2.71,43.08,403.25,0.38,0.00,iililiililiiili,ilili,3,1.97,35.50,347.46,0.77,53.85,57.89
익스올라잇턴라잇압도정진,1005,2,2.71,43.08,403.25,0.38,0.00,이기는 법을 까먹은 사람,4760,4,5.96,53.20,381.79,0.87,48.41,36.36
보라색오렌지,9319,3,4.37,40.55,417.62,0.53,0.00,끌리면자살각,KR1,2,2.72,46.04,417.23,0.60,40.00,70.59
아 똥 joonna 마렵네,DDONG,0,5.27,53.41,311.74,2.07,0.00,최밝음,KR1,1,2.57,50.67,380.06,0.88,52.17,55.56
연례행사,KR1,2,3.30,41.50,343.75,0.59,51.74,67270685del,KR1,3,3.31,44.67,412.06,0.60,44.44,47.37
국밥미새,KR1,3,2.80,48.50,385.94,0.81,44.44,국밥무새,KR1,1,3.45,49.40,369.47,0.65,56.33,76.19
이강재붕신,KR1,2,2.21,53.57,327.89,0.91,52.21,김민곤붕신,KR1,1,3.15,41.12,379.99,0.77,48.63,56.25
한마음정육식당,충북청주,4,4.56,50.29,412.00,0.75,55.56,상어밥,1621,3,5.47,45.00,332.01,0.95,57.01,64.71
한마음정육식당,충북청주,4,4.56,50.29,412.00,0.75,55.56,고속도로달리는펭귄,Lakka,1,3.85,46.32,397.20,0.77,47.12,54.55
One Ezreal,EZ1,4,3.53,51.62,351.42,1.08,49.03,헌 제,KR1,4,3.06,42.96,373.06,0.76,36.51,40.00
햄찌방구뿡,KR1,3,3.37,43.05,382.88,0.87,57.14,모찌이이이잉,KR1,4,3.81,51.33,341.63,0.38,53.14,50.00
아트원챔아니다,KR1,0,6.06,56.54,410.60,1.22,76.27,나아트원챔아니다,KR1,1,2.95,41.62,395.11,0.76,39.53,100.00
유하사루,KR1,4,4.46,42.62,351.88,1.04,50.00,기회주의자,6789,4,2.74,41.46,325.93,0.83,46.67,60.00
똥싼지얼마오렌지,KR1,3,2.97,38.14,427.33,0.53,28.57,두부집효녀정민,KR1,2,2.78,46.90,384.46,0.77,47.39,57.14
Redpantiess,KR1,2,1.64,40.82,370.72,0.58,48.39,슈퍼카리스마용휘,KR1,1,3.65,43.25,392.21,0.54,49.12,42.86
깊고어두운락커룸,KR1,4,3.92,52.58,350.34,1.35,55.67,돌거부기,부기부기,0,3.44,52.31,335.30,1.65,46.73,44.00
Last Destination,KR1,2,6.14,53.58,431.94,0.87,64.71,영신박,KR1,2,2.07,41.62,352.16,0.65,44.83,72.73
저지 원챔,저지 조아,1,2.38,49.09,432.12,0.67,59.04,팀붕이,KR1,1,3.38,45.08,399.31,0.68,40.62,46.15
저지 원챔,저지 조아,1,2.38,49.09,432.12,0.67,59.04,차나핑,귀차남,0,4.23,45.87,336.29,1.24,50.00,20.00
딸기맛 순하리,KR1,2,4.27,45.64,381.43,0.96,42.86,SEOner,KR1,4,3.72,48.71,385.87,1.17,41.67,50.00
너구리궁댕이,KR1,2,2.56,43.92,390.23,0.69,46.65,동근lol,KR1,4,2.25,54.33,407.67,0.92,51.27,45.83
포포이,1126,0,4.66,48.89,270.60,1.94,48.92,포기가 빠른 인간,KR1,2,2.70,48.05,359.25,1.06,45.00,38.89
post meridiem,nonam,2,3.40,42.59,342.99,0.77,52.14,착하고이쁜말만하기,kr11,1,3.13,48.75,397.21,0.58,35.71,52.17
금연성공하면닉변,KR1,4,3.63,54.54,429.11,0.81,0.00,혜지냥,KR1,3,3.02,48.75,394.06,0.87,51.72,50.00
짱아가울어,KR1,3,3.83,39.62,369.45,0.76,0.00,Radiohead,dal9,4,3.85,50.42,361.95,1.04,59.59,66.67
할머니지팡이도둑,지팡이,1,2.29,49.67,379.36,0.71,43.59,욕하지마열심히함,KR1,4,2.56,46.80,345.07,0.91,61.82,50.00
석 호 준,나는썩씨야,0,3.92,48.08,257.58,2.01,66.67,xtova,0712,1,4.14,49.40,419.34,0.55,48.65,57.14
비비빅자zi,KR1,1,4.78,46.00,438.27,0.47,53.33,4eva,2006,0,5.03,48.25,263.00,1.99,58.82,52.94
W c r a z y 주,KR1,4,4.55,51.43,436.95,0.80,0.00,졸귀탱우주,KR1,2,3.30,52.62,372.59,1.07,48.36,57.14
개땡Seven,KR1,1,6.01,58.45,433.29,0.68,63.41,하이드온부시,amen,2,2.00,45.33,342.46,0.83,46.73,50.00
개땡Seven,KR1,1,6.01,58.45,433.29,0.68,63.41,주머시깽이,KR1,2,3.27,45.06,345.20,0.96,50.00,61.54
Dangerouslyyy,KR1,2,2.09,48.88,340.27,1.57,42.86,후부니아,KR1,4,3.40,58.62,384.46,1.07,85.71,26.67
Dangerouslyyy,KR1,2,2.09,48.88,340.27,1.57,42.86,똥독 오른 오른,KR1,3,2.59,34.25,333.44,0.77,42.11,80.00
나는신이니라,KR1,4,3.76,54.18,396.39,1.33,50.55,매 료,soo,1,2.91,50.80,412.15,0.62,48.60,46.67
팥찌콩찌,KR1,1,2.69,44.05,374.35,0.88,0.00,QATS,2024,4,3.32,50.77,350.29,1.26,42.86,40.00
사미라 할꺼야,KR1,1,2.92,48.60,358.15,0.98,0.00,머리박기고수,0000,4,3.03,51.85,388.76,0.86,53.18,38.46
사미라 할꺼야,KR1,1,2.92,48.60,358.15,0.98,0.00,인천 사미라 ,KR1,1,3.75,43.44,387.72,0.69,37.50,50.00
여민구,KR1,3,1.35,36.43,305.74,0.69,61.51,맹구아들,KR1,4,2.42,51.96,387.71,1.09,42.77,14.29
HyunD0,KR1,2,3.11,48.43,371.29,1.12,50.98,승우형왔다,KR1,0,3.52,51.00,301.03,1.90,47.06,47.37
JOE연습용계정,KR1,2,4.75,48.64,403.93,0.72,55.00,방화범,KR45,4,4.31,45.47,369.46,0.71,49.06,62.50
설이사촌형,KR1,2,1.90,45.96,346.44,0.82,53.14,혜 선 G O D,KR1,4,2.35,52.60,373.04,0.86,45.51,36.84
한대치면두대,KR1,4,5.06,54.33,451.03,0.75,0.00,던진다,2013년,0,1.84,44.05,343.98,1.15,45.79,58.82
이쁜가오나시,KR1,0,2.04,48.00,276.47,2.12,60.87,우리원딜게임왜함,KR1,0,3.44,50.67,312.52,1.40,49.02,60.00
신짱구 5살,부리부리,3,3.59,51.20,408.17,0.71,42.86,서 이,KR0,1,5.11,48.86,337.30,1.01,53.96,57.69
끌리면자살각,KR1,2,2.72,46.04,417.23,0.60,40.00,보라색오렌지,9319,3,4.37,40.55,417.62,0.53,0.00,63.16
Black ggochu,KR1,0,6.41,58.32,362.15,1.50,66.67,물은영어로샐프,KR1,4,4.63,55.19,376.01,0.87,53.49,46.15
벌써 에이징커브,KR1,4,6.02,48.62,406.49,0.94,60.47,구운가래떡,방앗간,0,3.50,53.38,255.89,1.88,43.80,76.47
똑단발 김채원,KR1,4,5.48,48.94,405.36,0.85,56.00,청주금천고1짱,KR1,1,3.93,50.64,399.66,1.00,50.00,46.67
앙 성무띠,KR1,3,2.31,33.22,331.49,0.58,46.67,안공현,KR2,2,5.01,47.00,370.90,0.78,0.00,33.33
앙 성무띠,KR1,3,2.31,33.22,331.49,0.58,46.67,유난아아아,KR1,2,5.16,53.32,402.34,0.92,60.00,58.33
오공춘,KR1,0,3.56,48.52,389.61,1.47,58.33,나락쓰,KR1,0,3.01,49.36,314.51,1.78,63.64,50.00
아리송아리쏭,544,2,3.39,46.61,400.80,0.90,0.00,원딜 계정,KR1,2,3.40,46.04,398.86,0.62,61.29,61.54
구름덕춘,KR1,4,2.83,51.83,360.69,0.64,0.00,카 르 마,KR22,0,2.59,48.00,253.08,1.92,50.00,43.33
병영생활룰토의,KR1,1,5.07,48.59,380.66,0.85,48.46,유 희,sexy,0,3.41,44.00,316.48,1.35,48.57,46.67
허거덩,0408,1,4.54,49.67,386.30,1.21,0.00,프로포폴,123,1,3.03,43.12,338.12,1.22,48.75,55.17
작은전쟁,KR1,0,4.94,51.21,386.44,1.27,50.68,덜비빈비빔면,팔도1,1,3.80,44.63,374.43,0.65,36.36,61.54
말랑자두,KR1,1,2.34,50.00,418.57,1.01,48.98,유찬깜찍,KR1,0,1.72,42.69,322.93,1.37,45.59,50.00
주 인,6016,1,5.88,57.22,424.28,0.95,53.15,김두둥,훈쪽이,0,3.25,50.00,281.95,2.00,50.13,43.48
고독한 명사수,5580,1,2.91,48.74,384.85,0.56,40.54,어둠의지배자이영호,3139,3,2.24,41.81,376.35,0.65,52.46,46.67
Seong Bum,KR1,1,5.03,59.11,453.69,0.81,50.00,숟민하,KR1,0,1.99,43.38,324.31,1.43,66.67,52.38
기므지서그,KR1,2,2.29,45.64,389.64,0.64,48.65,일단동석이형한테맞자,나 동석,0,2.79,42.24,317.18,0.80,36.36,53.85
스노우플레이,KR1,4,5.26,51.78,408.04,1.01,0.00,17살,희망사항,0,2.56,50.00,376.63,1.29,52.94,66.67
열라이 뽕따야,지 원,4,2.97,56.82,381.47,0.85,56.38,WISH,WIN,1,3.61,49.50,397.13,0.61,46.02,63.16
열라이 뽕따야,지 원,4,2.97,56.82,381.47,0.85,56.38,distressing,KR1,2,3.37,41.70,356.58,0.56,0.00,40.00
리영훈,KR1,1,4.17,48.06,368.19,1.29,0.00,happy롤,KR1,1,5.45,50.44,425.44,0.76,49.09,40.00
토코몬 주인,KR1,1,2.87,44.17,398.23,0.53,55.93,강신주,9989,2,4.07,49.24,408.99,0.88,0.00,50.00
integrity verify,111,2,4.14,42.69,378.66,0.48,49.40,lllIlIIllII,KR1,3,2.78,38.05,374.44,0.83,54.16,60.00
integrity verify,111,2,4.14,42.69,378.66,0.48,49.40,뇌없는 프레이,KR2,3,2.91,31.58,360.70,0.51,47.69,70.00
콩존맛,0901,3,4.70,38.00,370.02,0.86,50.00,콩극혐,KR1,4,4.93,51.50,368.71,0.62,50.65,63.64
건우야 정신차려,KR1,1,4.40,54.80,454.50,0.92,71.43,DarkAK,KR1,0,2.20,51.75,288.01,1.41,48.44,54.55
김뽀롱,김뽀식,2,4.14,36.83,385.81,0.70,47.81,혜영이존맛탱,KR1,4,6.20,51.33,398.65,1.09,52.94,60.00
롸우짱짱짱,KR1,0,6.19,49.45,346.63,1.41,53.31,켜 니,3269,1,3.05,43.87,348.67,1.14,0.00,58.33
이태림c8련,3937,4,5.08,50.90,391.51,0.83,45.87,종호가 트로리야,KR1,0,4.13,53.21,273.48,1.98,56.25,53.85
엉 큰,KR1,2,3.23,45.00,466.22,0.54,50.64,승모근,KR7,1,2.90,43.67,362.01,0.48,45.58,56.25
CorgiAudi,KR1,0,5.25,51.20,319.32,1.54,61.54,티모6,KR1,0,2.67,50.12,274.37,2.38,52.63,58.62
동천동 테디,KR1,2,3.70,48.19,384.13,1.05,48.57,최재혁,7410,3,2.83,44.67,375.11,0.99,52.31,50.00
학연혈연지연,KR1,4,6.37,50.50,408.00,1.15,0.00,Zawa,KR1,4,5.12,57.17,406.07,1.12,50.00,79.17
JXX김수현,KR1,0,3.07,46.76,254.73,2.08,60.00,잊고살아,KR1,1,4.50,43.92,388.46,0.76,65.00,44.83
찬히차니,KR1,4,5.78,53.13,376.27,0.73,58.04,하 니,8767,2,3.64,35.07,353.11,0.60,58.90,80.00
DaCapo,Korea,0,7.13,55.50,353.67,1.79,76.47,Ynck,KR1,1,3.93,48.78,441.23,0.57,60.50,75.00
FLY Inspired,JGL,4,5.31,57.29,433.76,0.90,0.00,때리면 잇뽕,KR1,2,3.04,42.29,393.97,0.98,52.70,66.67
말랑가뿐복슬몽글,1366,2,4.58,43.00,372.61,0.61,0.00,샤를 르클레르,페라리,4,4.98,52.00,429.20,0.84,57.89,47.06
안씨집안,KR1,2,4.70,43.89,380.82,0.60,59.09,Yuki,0255,1,2.20,40.47,346.68,0.82,35.14,63.16
산이 주인 민이,KR1,4,4.93,49.00,448.13,0.63,42.86,계란후라이,에라이,0,6.20,57.83,253.56,2.02,0.00,81.82
김규헌긴급구조대,119,1,4.69,51.79,381.24,1.12,0.00,김규헌,1111,0,3.87,46.29,335.84,1.55,52.83,54.55
모노폴리즘,KR1,4,4.67,56.37,395.87,0.91,45.00,추억의밤만쥬,KR106,2,3.84,38.77,328.46,0.79,49.48,50.00
협곡여행기,KR1,3,4.39,46.68,408.08,0.70,0.00,언 짢,KR1,2,3.41,41.22,364.40,0.88,53.59,60.00
대전롱스톤,KR1,1,3.80,45.40,379.53,0.77,44.03,Mc Godzilla,KR1,2,2.60,36.86,353.34,1.16,46.77,42.11
강성욱,KR2,1,2.27,48.56,396.27,0.53,0.00,오빠쫌,KR1,0,6.81,55.14,275.66,2.32,53.78,46.67
Ongbum,KR1,1,5.01,47.25,378.04,0.89,56.76,홍세기천재,KR1,0,3.39,49.50,337.04,1.08,50.93,58.33
Peyz,1209,1,4.63,49.94,452.99,0.56,60.47,문선웅,0303,0,4.52,49.25,313.24,1.52,50.00,64.71
